id,name,street_address,town,postcode,join_date,status,acquisition_source,churn_date
18356,Robert Williams,131 Arctic Rd,Seaview,PO34 9RS,2025-08-25,Active,Billboards,
18357,Patricia Jones,127 High St,East Cowes,PO32 9IO,2024-09-10,Active,Local Fair,
18358,Patricia Williams,48 High St,Cowes,PO31 1ER,2025-09-04,Active,Leaflets,
18359,Michael Brown,25 London Rd,Yarmouth,PO41 5CA,2023-04-19,Active,Organic,
18360,John Davies,99 Mill Hill Rd,Newport,PO30 5LE,2024-09-22,Active,Organic,
18361,Jennifer Taylor,83 Station Rd,Sandown,PO36 5LN,2023-08-24,Active,Organic,
18362,Robert Johnson,93 Broadway,East Cowes,PO32 5XX,2025-02-03,Active,Organic,
18363,Robert Robinson,65 High St,Cowes,PO31 7HV,2024-06-21,Active,Door-to-Door,
18364,William Davies,146 Main Rd,Ryde,PO33 1BZ,2023-01-27,Active,Door-to-Door,
18365,Linda Taylor,141 Queens Rd,Shanklin,PO37 2IZ,2023-07-23,Active,Organic,
18366,Elizabeth Williams,108 Church Rd,Seaview,PO34 9UN,2024-01-29,Active,Leaflets,
18367,James Taylor,20 Tithe Barn,Newport,PO30 9IM,2024-03-21,Active,Local Fair,
18368,Elizabeth Taylor,146 Station Rd,Newport,PO30 9VH,2024-04-26,Active,Facebook Ads,
18369,Jennifer Taylor,21 Station Rd,Seaview,PO34 7PY,2023-07-30,Active,Leaflets,
18370,Michael Williams,56 Arctic Rd,Freshwater,PO40 1SX,2025-12-12,Active,Organic,
18371,Patricia Jones,105 Mill Hill Rd,Shanklin,PO37 6LM,2023-02-23,Active,Organic,
18372,James Davies,117 Station Rd,Newport,PO30 6CT,2024-05-10,Active,Organic,
18373,John Davies,29 Main Rd,Ventnor,PO38 1QS,2023-02-28,Churned,Organic,2023-09-07
18374,Linda Brown,77 Park Rd,East Cowes,PO32 5IA,2023-03-15,Active,Organic,
18375,Linda Smith,45 Station Rd,Ryde,PO33 7SI,2023-02-12,Active,Organic,
18376,Mary Smith,33 Arctic Rd,Newport,PO30 1KD,2023-04-29,Active,Organic,
18377,Linda Smith,14 Mill Hill Rd,Ryde,PO33 5AY,2023-08-28,Active,Organic,
18378,Michael Jones,64 Park Rd,East Cowes,PO32 3IY,2023-04-12,Active,Leaflets,
18379,Patricia Wilson,121 Station Rd,Ryde,PO33 3PJ,2025-03-20,Churned,Organic,2026-01-03
18380,John Smith,145 Queens Rd,Newport,PO30 8NO,2023-03-17,Active,Sponsorship,
18381,Linda Davies,41 London Rd,Cowes,PO31 1SD,2024-03-06,Churned,Organic,2025-02-22
18382,Michael Wilson,113 Mill Hill Rd,Ryde,PO33 6IK,2025-09-24,Active,Google Search,
18383,Patricia Jones,128 Park Rd,Ventnor,PO38 3TT,2023-04-15,Active,Organic,
18384,Linda Robinson,14 Arctic Rd,Bembridge,PO35 5JN,2025-04-04,Active,Organic,
18385,Elizabeth Wilson,76 Queens Rd,Ventnor,PO38 1RW,2023-11-07,Churned,Organic,2025-01-25
18386,Linda Smith,128 Church Rd,East Cowes,PO32 6DO,2025-12-17,Active,Organic,
18387,Linda Taylor,135 Victoria Ave,Newport,PO30 1CV,2025-05-21,Active,Organic,
18388,Michael Brown,135 Church Rd,Ryde,PO33 7NW,2024-12-28,Active,Organic,
18389,James Taylor,105 Broadway,Ryde,PO33 6WY,2025-05-17,Active,Organic,
18390,Linda Smith,93 Station Rd,Newport,PO30 4HL,2023-01-11,Churned,Organic,2023-09-24
18391,Patricia Jones,35 York St,Ryde,PO33 5XP,2025-05-13,Active,Organic,
18392,Michael Wright,122 Victoria Ave,Sandown,PO36 3IK,2024-07-19,Active,Organic,
18393,Elizabeth Taylor,123 Church Rd,Newport,PO30 1OY,2023-02-14,Active,Organic,
18394,John Jones,9 Arctic Rd,Ryde,PO33 9JY,2023-06-21,Active,Organic,
18395,John Wright,42 Station Rd,Ryde,PO33 6RQ,2023-05-22,Active,Radio Ad,
18396,Mary Jones,132 Tithe Barn,Shanklin,PO37 1IC,2023-11-08,Active,Sponsorship,
18397,Mary Smith,37 Victoria Ave,Cowes,PO31 1SY,2023-11-23,Active,Instagram Influencer,
18398,Elizabeth Robinson,26 High St,Cowes,PO31 3ZQ,2024-02-10,Active,Organic,
18399,Patricia Davies,11 Main Rd,Newport,PO30 3XB,2023-12-14,Active,Organic,
18400,Michael Taylor,36 Park Rd,Sandown,PO36 4LM,2024-12-29,Churned,Organic,2026-03-01
18401,James Johnson,34 High St,Newport,PO30 7JU,2023-04-26,Active,Organic,
18402,William Jones,121 Queens Rd,East Cowes,PO32 9EW,2024-02-01,Active,Organic,
18403,Robert Smith,20 Mill Hill Rd,Shanklin,PO37 9JF,2024-08-01,Active,Organic,
18404,James Brown,65 London Rd,East Cowes,PO32 5OS,2024-04-17,Active,Organic,
18405,Patricia Wright,51 High St,Newport,PO30 4BU,2025-05-09,Active,Radio Ad,
18406,John Wilson,100 Victoria Ave,Newport,PO30 7OB,2024-10-27,Active,Organic,
18407,Patricia Brown,125 Station Rd,Ryde,PO33 2RB,2024-02-23,Active,Organic,
18408,Robert Wilson,144 York St,Bembridge,PO35 8EO,2023-01-21,Churned,Sponsorship,2024-08-12
18409,Mary Wilson,34 London Rd,Newport,PO30 2AK,2023-07-22,Churned,Organic,2024-08-18
18410,Jennifer Williams,123 Park Rd,Ryde,PO33 8FH,2023-03-04,Active,Organic,
18411,Michael Brown,72 Tithe Barn,Totland Bay,PO39 3MH,2026-01-18,Active,Organic,
18412,Robert Smith,5 York St,East Cowes,PO32 3LG,2025-02-21,Active,Billboards,
18413,Mary Jones,48 Main Rd,Bembridge,PO35 2IA,2025-04-22,Active,Leaflets,
18414,Mary Brown,70 Victoria Ave,Ryde,PO33 9RS,2023-10-01,Active,Google Search,
18415,Mary Brown,135 York St,Ryde,PO33 6IK,2025-05-24,Active,Organic,
18416,William Williams,116 Arctic Rd,Bembridge,PO35 9BQ,2023-02-08,Active,Radio Ad,
18417,Patricia Smith,124 Main Rd,Totland Bay,PO39 5HV,2023-03-30,Active,Organic,
18418,Michael Davies,66 York St,Cowes,PO31 4WB,2024-11-08,Active,Organic,
18419,Patricia Williams,22 Broadway,Ryde,PO33 6FS,2026-03-07,Active,Organic,
18420,Robert Taylor,134 Station Rd,East Cowes,PO32 5RK,2025-06-10,Active,Sponsorship,
18421,John Smith,14 Victoria Ave,Sandown,PO36 2ES,2024-08-15,Active,Organic,
18422,Michael Brown,132 Arctic Rd,Yarmouth,PO41 1DO,2024-08-06,Active,Organic,
18423,Elizabeth Wilson,36 Mill Hill Rd,Newport,PO30 2FO,2025-10-11,Active,Radio Ad,
18424,Michael Robinson,36 Victoria Ave,Newport,PO30 2WU,2025-03-12,Active,Organic,
18425,William Jones,91 Tithe Barn,East Cowes,PO32 8CB,2024-08-12,Active,Organic,
18426,Elizabeth Smith,1 Arctic Rd,Ryde,PO33 7VN,2024-05-23,Active,Organic,
18427,John Brown,149 London Rd,Ryde,PO33 2LI,2025-09-10,Active,Organic,
18428,William Johnson,134 York St,Cowes,PO31 1PK,2026-02-16,Active,Facebook Ads,
18429,William Smith,61 Park Rd,Ventnor,PO38 9RS,2023-06-18,Active,Door-to-Door,
18430,William Wright,18 Park Rd,Ryde,PO33 7NW,2023-04-21,Active,Organic,
18431,Patricia Wilson,85 Victoria Ave,Ryde,PO33 8DL,2025-12-24,Active,Door-to-Door,
18432,Michael Johnson,52 Tithe Barn,Bembridge,PO35 4CH,2025-07-03,Active,Door-to-Door,
18433,Robert Wilson,124 Broadway,Newport,PO30 3ZE,2025-05-02,Active,Organic,
18434,Mary Williams,25 York St,Shanklin,PO37 7EH,2024-06-08,Active,Organic,
18435,James Davies,79 Victoria Ave,Shanklin,PO37 4MP,2024-11-05,Active,Organic,
18436,James Taylor,46 Station Rd,Sandown,PO36 9ZD,2025-04-28,Active,Leaflets,
18437,Michael Brown,45 Station Rd,Newport,PO30 2DM,2024-12-28,Active,Organic,
18438,Michael Wilson,75 Main Rd,Newport,PO30 9AR,2026-04-07,Active,Organic,
18439,Jennifer Smith,16 Arctic Rd,Ryde,PO33 4GK,2024-05-08,Active,Organic,
18440,James Jones,105 Main Rd,Freshwater,PO40 9GZ,2024-07-16,Active,Organic,
18441,Robert Johnson,31 Church Rd,Totland Bay,PO39 3XR,2023-07-15,Active,Facebook Ads,
18442,James Davies,90 Arctic Rd,Newport,PO30 1HE,2025-03-21,Active,Organic,
18443,Jennifer Smith,15 Arctic Rd,Freshwater,PO40 3AN,2026-04-01,Active,Google Search,
18444,Mary Wright,62 High St,Shanklin,PO37 4ES,2023-07-18,Active,Organic,
18445,James Smith,139 Main Rd,Cowes,PO31 2GF,2025-01-22,Active,Organic,
18446,Linda Smith,113 Station Rd,Bembridge,PO35 8YL,2024-11-08,Active,Organic,
18447,Linda Brown,55 Arctic Rd,Newport,PO30 7WO,2024-09-23,Active,Organic,
18448,John Jones,121 York St,East Cowes,PO32 1UQ,2023-12-27,Active,Organic,
18449,Michael Smith,14 Tithe Barn,Ryde,PO33 2WI,2025-01-05,Active,Organic,
18450,Elizabeth Taylor,86 Victoria Ave,Ryde,PO33 5AV,2023-03-27,Active,Radio Ad,
18451,Robert Wright,55 Victoria Ave,Ventnor,PO38 6CQ,2024-03-04,Active,Local Fair,
18452,James Jones,43 Tithe Barn,Newport,PO30 4TC,2025-01-05,Active,Organic,
18453,Jennifer Jones,108 Arctic Rd,Newport,PO30 9RC,2024-01-05,Active,Organic,
18454,Linda Williams,120 Mill Hill Rd,Ryde,PO33 2RB,2024-09-28,Active,Organic,
18455,Jennifer Smith,71 Tithe Barn,East Cowes,PO32 1SF,2024-12-31,Active,Organic,
18456,Patricia Smith,53 Mill Hill Rd,Newport,PO30 4BU,2026-03-01,Active,Organic,
18457,John Taylor,8 Broadway,Ventnor,PO38 4PL,2026-03-29,Active,Instagram Influencer,
18458,James Wilson,54 High St,Ryde,PO33 2JS,2023-05-21,Active,Facebook Ads,
18459,Patricia Brown,120 Tithe Barn,Ryde,PO33 6LP,2025-01-02,Churned,Door-to-Door,2025-07-27
18460,Michael Taylor,77 Victoria Ave,Sandown,PO36 2OF,2024-05-08,Active,Organic,
18461,John Wright,49 Church Rd,Newport,PO30 9OP,2024-07-17,Active,Organic,
18462,Patricia Taylor,48 Victoria Ave,Totland Bay,PO39 3FC,2024-05-27,Active,Organic,
18463,Linda Jones,32 Church Rd,Newport,PO30 1LW,2023-04-08,Churned,Organic,2024-02-18
18464,James Davies,60 Victoria Ave,Newport,PO30 8NO,2024-06-02,Active,Organic,
18465,Jennifer Robinson,71 Broadway,Cowes,PO31 5VO,2023-08-10,Active,Organic,
18466,Elizabeth Davies,132 Broadway,Ryde,PO33 5DT,2025-08-24,Active,Billboards,
18467,Patricia Jones,96 Park Rd,Newport,PO30 2FB,2023-04-24,Churned,Organic,2024-11-20
18468,Mary Johnson,38 Arctic Rd,Ryde,PO33 1MZ,2024-10-31,Active,Google Search,
18469,Mary Johnson,109 Station Rd,Newport,PO30 2YG,2025-04-04,Active,Organic,
18470,Jennifer Wright,105 Station Rd,Ryde,PO33 9BW,2025-10-05,Active,Organic,
18471,William Wilson,46 Queens Rd,Ryde,PO33 8DL,2024-02-06,Active,Sponsorship,
18472,Elizabeth Johnson,87 London Rd,Shanklin,PO37 6QV,2024-12-16,Active,Organic,
18473,Patricia Johnson,59 Main Rd,Newport,PO30 7JT,2023-02-13,Active,Organic,
18474,Linda Johnson,145 Station Rd,Ventnor,PO38 4HB,2023-09-26,Active,Google Search,
18475,Robert Wilson,31 Arctic Rd,Ryde,PO33 1WS,2024-08-04,Active,Sponsorship,
18476,Patricia Johnson,116 Arctic Rd,Ryde,PO33 7VN,2025-09-16,Active,Organic,
18477,Patricia Johnson,128 Church Rd,Sandown,PO36 1RN,2025-11-07,Active,Organic,
18478,Mary Johnson,103 York St,Sandown,PO36 8GO,2024-06-27,Active,Radio Ad,
18479,Jennifer Williams,39 High St,East Cowes,PO32 8ZW,2023-11-27,Active,Organic,
18480,Jennifer Taylor,82 Tithe Barn,Shanklin,PO37 9CD,2023-06-19,Active,Billboards,
18481,Mary Davies,88 Victoria Ave,Cowes,PO31 9IY,2024-11-26,Active,Organic,
18482,Patricia Brown,29 London Rd,East Cowes,PO32 1PX,2025-05-12,Active,Sponsorship,
18483,James Wilson,39 Church Rd,Ryde,PO33 8LX,2023-06-27,Churned,Organic,2023-11-10
18484,Robert Wilson,18 London Rd,Ryde,PO33 1DA,2026-01-04,Active,Organic,
18485,John Wright,146 Arctic Rd,Sandown,PO36 9IU,2025-09-24,Active,Organic,
18486,Linda Robinson,62 Park Rd,Bembridge,PO35 2YI,2024-07-18,Active,Organic,
18487,John Williams,107 Mill Hill Rd,Ventnor,PO38 4XX,2024-08-05,Churned,Organic,2025-06-07
18488,Jennifer Wright,102 Park Rd,Cowes,PO31 5YO,2023-02-26,Active,Door-to-Door,
18489,Robert Wright,100 Broadway,Ryde,PO33 2VV,2024-02-16,Active,Organic,
18490,Mary Smith,74 Mill Hill Rd,Ryde,PO33 9NM,2025-02-19,Active,Organic,
18491,Patricia Williams,30 Station Rd,East Cowes,PO32 9JY,2025-05-21,Active,Organic,
18492,Robert Wilson,68 Mill Hill Rd,Ryde,PO33 1DA,2023-08-10,Active,Organic,
18493,Michael Wilson,110 Broadway,Sandown,PO36 1WO,2024-01-18,Active,Organic,
18494,Patricia Smith,88 Mill Hill Rd,Yarmouth,PO41 7JV,2023-03-01,Active,Door-to-Door,
18495,Patricia Wilson,20 Queens Rd,Cowes,PO31 9HN,2023-11-12,Churned,Sponsorship,2024-07-27
18496,Jennifer Jones,33 Park Rd,Ryde,PO33 7VE,2024-05-01,Churned,Facebook Ads,2025-05-02
18497,James Robinson,18 Broadway,Newport,PO30 4TC,2023-07-11,Churned,Organic,2024-04-13
18498,James Wright,145 Queens Rd,East Cowes,PO32 1CI,2025-02-15,Active,Organic,
18499,Jennifer Smith,104 Main Rd,Newport,PO30 4MS,2023-09-21,Churned,Google Search,2025-03-01
18500,William Jones,26 Arctic Rd,East Cowes,PO32 9XC,2025-05-05,Active,Sponsorship,
18501,Patricia Williams,100 High St,Ryde,PO33 2YW,2025-06-17,Active,Radio Ad,
18502,Patricia Wright,45 Main Rd,Sandown,PO36 3EC,2023-08-11,Churned,Door-to-Door,2025-03-26
18503,Robert Brown,136 Station Rd,Sandown,PO36 8RR,2024-08-29,Active,Organic,
18504,William Wright,56 Broadway,Sandown,PO36 6BD,2025-07-23,Active,Door-to-Door,
18505,Patricia Taylor,12 Station Rd,Ryde,PO33 2QZ,2024-06-17,Active,Organic,
18506,Patricia Wilson,19 Arctic Rd,Yarmouth,PO41 5ZQ,2025-05-31,Active,Sponsorship,
18507,Patricia Johnson,72 London Rd,Cowes,PO31 7GS,2024-10-24,Churned,Billboards,2026-03-28
18508,Michael Johnson,26 Church Rd,Seaview,PO34 2GL,2024-01-26,Active,Instagram Influencer,
18509,Michael Wilson,66 Tithe Barn,Newport,PO30 1SQ,2023-07-25,Active,Organic,
18510,Mary Davies,82 Mill Hill Rd,Newport,PO30 9RP,2024-06-10,Active,Organic,
18511,James Smith,99 Arctic Rd,Sandown,PO36 1KI,2026-04-09,Active,Google Search,
18512,Jennifer Williams,35 Arctic Rd,Seaview,PO34 4BI,2026-03-31,Active,Organic,
18513,Jennifer Taylor,25 Tithe Barn,Newport,PO30 9RM,2023-06-28,Active,Organic,
18514,William Davies,112 Main Rd,Cowes,PO31 5MF,2024-06-02,Active,Organic,
18515,William Williams,140 Broadway,Newport,PO30 9RC,2025-08-25,Churned,Billboards,2026-01-07
18516,Robert Davies,102 Park Rd,Newport,PO30 5HX,2023-08-11,Active,Door-to-Door,
18517,Mary Wilson,50 Park Rd,Shanklin,PO37 6JS,2023-06-23,Active,Organic,
18518,James Williams,86 Park Rd,Cowes,PO31 8OR,2023-09-21,Active,Organic,
18519,Patricia Davies,7 High St,Newport,PO30 7SL,2026-03-19,Active,Organic,
18520,Patricia Brown,65 Arctic Rd,Ryde,PO33 2ZL,2024-10-24,Active,Organic,
18521,Elizabeth Johnson,3 Park Rd,Newport,PO30 2KS,2025-04-10,Active,Door-to-Door,
18522,Robert Davies,44 Park Rd,Ventnor,PO38 2VN,2025-10-05,Active,Instagram Influencer,
18523,Jennifer Wright,24 Park Rd,East Cowes,PO32 5HQ,2024-05-13,Churned,Organic,2025-09-19
18524,Mary Wright,133 Mill Hill Rd,Ryde,PO33 5VB,2026-03-15,Active,Organic,
18525,Linda Williams,118 Mill Hill Rd,Freshwater,PO40 8ZY,2026-02-17,Active,Organic,
18526,Michael Smith,136 York St,Newport,PO30 3XF,2023-06-30,Active,Google Search,
18527,Elizabeth Wilson,12 Mill Hill Rd,Seaview,PO34 1RW,2023-07-11,Churned,Organic,2023-11-09
18528,Elizabeth Davies,54 London Rd,Shanklin,PO37 6QK,2026-04-01,Active,Instagram Influencer,
18529,Jennifer Wright,8 York St,Cowes,PO31 7FV,2024-07-11,Active,Organic,
18530,Jennifer Smith,6 Queens Rd,Cowes,PO31 4JQ,2024-02-02,Active,Sponsorship,
18531,Linda Brown,28 Victoria Ave,Cowes,PO31 7GS,2023-05-02,Active,Organic,
18532,John Williams,18 Tithe Barn,Shanklin,PO37 7OJ,2025-06-24,Active,Organic,
18533,James Johnson,96 Mill Hill Rd,Seaview,PO34 4YK,2026-02-01,Active,Leaflets,
18534,William Wilson,128 York St,Newport,PO30 2XI,2025-07-04,Active,Door-to-Door,
18535,William Taylor,60 Arctic Rd,Sandown,PO36 6FH,2024-10-11,Active,Organic,
18536,Elizabeth Davies,42 Queens Rd,Ryde,PO33 2WI,2023-10-18,Active,Facebook Ads,
18537,Robert Wright,55 Park Rd,Newport,PO30 3NB,2024-02-21,Active,Sponsorship,
18538,James Robinson,10 High St,Cowes,PO31 4KH,2024-09-18,Active,Local Fair,
18539,James Davies,42 Church Rd,Sandown,PO36 8HZ,2024-04-08,Active,Organic,
18540,Patricia Robinson,116 Mill Hill Rd,Ryde,PO33 9NC,2024-07-01,Churned,Organic,2025-11-21
18541,Robert Williams,54 London Rd,East Cowes,PO32 1KG,2024-03-22,Active,Organic,
18542,William Williams,150 Main Rd,Shanklin,PO37 4TS,2024-10-15,Active,Google Search,
18543,Michael Wright,58 Church Rd,Newport,PO30 3SV,2023-01-20,Active,Sponsorship,
18544,Jennifer Wilson,38 Broadway,Ryde,PO33 5QU,2026-02-01,Active,Leaflets,
18545,William Robinson,135 High St,Ryde,PO33 9OD,2024-03-16,Active,Organic,
18546,Linda Wright,78 Victoria Ave,Totland Bay,PO39 4AX,2025-09-17,Active,Organic,
18547,Elizabeth Williams,125 York St,Sandown,PO36 5QZ,2023-02-17,Active,Organic,
18548,John Smith,15 Main Rd,Cowes,PO31 2PV,2026-04-15,Active,Organic,
18549,Robert Wright,93 London Rd,Ventnor,PO38 7VT,2023-08-21,Active,Organic,
18550,Jennifer Davies,45 Park Rd,Ryde,PO33 7TT,2025-12-05,Active,Google Search,
18551,Robert Smith,73 Tithe Barn,East Cowes,PO32 4BB,2025-01-19,Churned,Organic,2025-04-28
18552,Michael Johnson,42 Arctic Rd,Newport,PO30 2CV,2023-09-10,Active,Organic,
18553,James Johnson,75 Victoria Ave,Ryde,PO33 4UQ,2024-02-21,Active,Sponsorship,
18554,Jennifer Davies,142 High St,Shanklin,PO37 4VP,2025-03-30,Active,Facebook Ads,
18555,William Davies,120 London Rd,Ryde,PO33 4GK,2023-06-19,Active,Billboards,
18556,William Smith,134 London Rd,Ryde,PO33 9KG,2023-12-24,Active,Organic,
18557,Elizabeth Davies,141 London Rd,Seaview,PO34 4ZR,2025-12-24,Active,Door-to-Door,
18558,Mary Robinson,113 Queens Rd,Newport,PO30 9VH,2025-10-03,Active,Organic,
18559,William Jones,56 Mill Hill Rd,Sandown,PO36 4IX,2024-07-08,Active,Door-to-Door,
18560,William Robinson,52 Church Rd,Ventnor,PO38 5OR,2025-09-21,Active,Google Search,
18561,John Wilson,82 York St,Ryde,PO33 8XG,2024-02-21,Active,Sponsorship,
18562,James Jones,68 Main Rd,Sandown,PO36 6FH,2024-11-04,Active,Organic,
18563,Mary Taylor,5 Mill Hill Rd,Newport,PO30 6HT,2023-11-12,Active,Sponsorship,
18564,Mary Robinson,78 York St,East Cowes,PO32 5HQ,2026-04-10,Active,Google Search,
18565,Michael Wilson,65 Victoria Ave,Totland Bay,PO39 3BB,2025-03-23,Active,Facebook Ads,
18566,Robert Davies,55 Tithe Barn,Sandown,PO36 8DS,2023-08-03,Active,Door-to-Door,
18567,Mary Davies,20 Broadway,Cowes,PO31 5XJ,2024-03-20,Active,Local Fair,
18568,James Jones,31 Station Rd,Newport,PO30 6QF,2024-11-27,Active,Organic,
18569,Mary Wilson,67 Broadway,Bembridge,PO35 3DF,2026-04-10,Active,Google Search,
18570,John Brown,21 Tithe Barn,Sandown,PO36 3PB,2023-08-15,Active,Organic,
18571,John Taylor,150 London Rd,Shanklin,PO37 5PF,2025-03-25,Active,Organic,
18572,Linda Jones,3 Mill Hill Rd,Sandown,PO36 2AQ,2023-09-23,Active,Google Search,
18573,Michael Brown,21 Queens Rd,Shanklin,PO37 7KD,2023-02-28,Active,Door-to-Door,
18574,Linda Johnson,140 High St,Shanklin,PO37 2WD,2023-10-21,Active,Leaflets,
18575,Elizabeth Jones,46 London Rd,Ryde,PO33 6FS,2026-01-31,Active,Leaflets,
18576,Patricia Davies,149 Queens Rd,Newport,PO30 5GV,2026-01-21,Active,Organic,
18577,Michael Williams,140 Arctic Rd,Ryde,PO33 8DL,2024-01-19,Active,Organic,
18578,Jennifer Davies,85 Arctic Rd,East Cowes,PO32 3YV,2024-09-18,Active,Organic,
18579,Patricia Wilson,46 York St,Sandown,PO36 1WE,2024-08-06,Active,Door-to-Door,
18580,Jennifer Johnson,144 London Rd,Cowes,PO31 5EY,2025-11-27,Active,Organic,
18581,Elizabeth Robinson,4 High St,Seaview,PO34 8ZS,2025-03-26,Active,Facebook Ads,
18582,Mary Wright,124 Queens Rd,Newport,PO30 4YN,2025-03-24,Active,Organic,
18583,Elizabeth Williams,95 Mill Hill Rd,Newport,PO30 1JG,2023-06-27,Active,Google Search,
18584,Patricia Wilson,115 Arctic Rd,Ryde,PO33 9OL,2023-11-22,Active,Organic,
18585,James Williams,46 Station Rd,East Cowes,PO32 5JB,2025-09-17,Active,Organic,
18586,James Brown,55 Mill Hill Rd,Shanklin,PO37 1RX,2024-03-19,Active,Organic,
18587,William Williams,66 Tithe Barn,Newport,PO30 4CD,2023-04-07,Active,Instagram Influencer,
18588,Patricia Williams,83 Broadway,East Cowes,PO32 1LL,2026-03-04,Active,Organic,
18589,James Brown,39 York St,Cowes,PO31 5EY,2023-12-23,Churned,Organic,2025-05-19
18590,Mary Taylor,3 High St,Newport,PO30 3YS,2024-12-03,Active,Organic,
18591,John Taylor,137 York St,Sandown,PO36 5GT,2024-06-26,Active,Door-to-Door,
18592,Robert Brown,5 Queens Rd,Ryde,PO33 9QS,2025-04-25,Active,Organic,
18593,Robert Smith,63 Main Rd,Seaview,PO34 8DQ,2023-09-17,Active,Door-to-Door,
18594,Michael Brown,9 York St,Newport,PO30 9QG,2025-01-13,Active,Organic,
18595,James Brown,72 Church Rd,Sandown,PO36 7CB,2023-07-04,Active,Google Search,
18596,James Wright,85 Broadway,Seaview,PO34 7UP,2025-11-15,Active,Google Search,
18597,James Williams,41 Station Rd,Totland Bay,PO39 9UH,2025-05-10,Active,Organic,
18598,Linda Williams,117 Church Rd,Newport,PO30 2AX,2023-04-23,Active,Instagram Influencer,
18599,Michael Johnson,54 Arctic Rd,Ryde,PO33 1SQ,2025-09-29,Active,Organic,
18600,Patricia Wilson,32 York St,Bembridge,PO35 7YH,2024-07-18,Active,Facebook Ads,
18601,Mary Williams,116 Station Rd,Shanklin,PO37 7KD,2024-05-08,Churned,Organic,2025-10-10
18602,Linda Wilson,142 Tithe Barn,Newport,PO30 9QG,2023-06-13,Churned,Sponsorship,2024-05-30
18603,Elizabeth Brown,125 Broadway,Ryde,PO33 5HP,2024-12-19,Active,Local Fair,
18604,James Williams,130 Broadway,Ryde,PO33 9UC,2023-10-23,Active,Leaflets,
18605,Robert Robinson,51 York St,Cowes,PO31 2BA,2023-08-07,Active,Organic,
18606,Elizabeth Smith,20 Park Rd,Newport,PO30 1YK,2023-04-06,Active,Radio Ad,
18607,Patricia Brown,15 Arctic Rd,Ryde,PO33 7NL,2026-02-12,Active,Door-to-Door,
18608,Mary Williams,63 Broadway,Bembridge,PO35 8PZ,2026-01-08,Active,Radio Ad,
18609,Robert Wright,149 Tithe Barn,Shanklin,PO37 3ZM,2025-03-20,Active,Organic,
18610,Jennifer Jones,58 Arctic Rd,Totland Bay,PO39 9VY,2024-04-08,Active,Organic,
18611,Robert Jones,30 Queens Rd,Ryde,PO33 2TH,2025-10-28,Active,Organic,
18612,Patricia Johnson,88 Victoria Ave,East Cowes,PO32 1FY,2023-05-01,Active,Organic,
18613,John Davies,27 Queens Rd,Cowes,PO31 2BA,2025-12-06,Active,Organic,
18614,John Jones,78 Park Rd,Newport,PO30 1LW,2026-04-10,Active,Organic,
18615,Jennifer Smith,27 Arctic Rd,Ryde,PO33 5ZK,2025-01-16,Active,Billboards,
18616,Jennifer Robinson,82 Church Rd,Newport,PO30 4MX,2023-01-31,Active,Organic,
18617,Robert Wilson,31 Church Rd,Cowes,PO31 8SO,2025-05-18,Active,Organic,
18618,Michael Johnson,113 Mill Hill Rd,Ryde,PO33 7ZL,2023-07-27,Active,Organic,
18619,John Williams,14 Church Rd,Newport,PO30 3NB,2025-01-14,Active,Google Search,
18620,Linda Johnson,101 Mill Hill Rd,Ryde,PO33 9RG,2024-04-01,Active,Organic,
18621,John Smith,25 Main Rd,Bembridge,PO35 8HT,2026-02-04,Active,Organic,
18622,William Brown,86 Mill Hill Rd,Newport,PO30 1KD,2024-02-29,Churned,Local Fair,2024-11-07
18623,John Wilson,106 Victoria Ave,Newport,PO30 7LP,2023-01-14,Active,Organic,
18624,William Jones,99 Main Rd,Cowes,PO31 2YE,2024-01-30,Active,Leaflets,
18625,William Wilson,115 Main Rd,Ventnor,PO38 4LH,2024-06-18,Active,Organic,
18626,Michael Williams,27 Victoria Ave,Cowes,PO31 3QK,2023-03-30,Active,Organic,
18627,James Jones,71 London Rd,Ventnor,PO38 3MI,2023-10-24,Active,Organic,
18628,James Wright,52 Queens Rd,Ryde,PO33 2SV,2023-03-26,Active,Sponsorship,
18629,John Jones,47 Queens Rd,Cowes,PO31 9DB,2025-10-01,Active,Instagram Influencer,
